ClusterA	ClusterB	Gene_class	Count
23	12	Core and intermediate	1774
23	13	Core and intermediate	1569
23	14	Core and intermediate	1702
23	15	Core and intermediate	1728
23	16	Core and intermediate	1672
23	17	Core and intermediate	1583
23	18	Core and intermediate	1496
23	19	Core and intermediate	1653
23	20	Core and intermediate	1581
23	22	Core and intermediate	1730
23	24	Core and intermediate	1757
23	25	Core and intermediate	1574
23	26	Core and intermediate	1759
23	27	Core and intermediate	1559
23	29	Core and intermediate	1581
23	30	Core and intermediate	1483
23	31	Core and intermediate	1643
23	32	Core and intermediate	1743
23	33	Core and intermediate	1580
23	34	Core and intermediate	1734
23	36	Core and intermediate	1751
23	37	Core and intermediate	1677
23	38	Core and intermediate	1609
23	39	Core and intermediate	1746
23	40	Core and intermediate	1767
23	41	Core and intermediate	1575
23	42	Core and intermediate	1752
23	44	Core and intermediate	1677
23	45	Core and intermediate	1591
23	46	Core and intermediate	1676
23	47	Core and intermediate	1575
23	48	Core and intermediate	1735
23	51	Core and intermediate	1644
30	1	Core and intermediate	1394
30	2	Core and intermediate	1358
30	3	Core and intermediate	1358
30	4	Core and intermediate	1376
30	5	Core and intermediate	1458
30	6	Core and intermediate	1463
30	7	Core and intermediate	1416
30	8	Core and intermediate	1460
30	9	Core and intermediate	1453
30	10	Core and intermediate	1419
30	11	Core and intermediate	1374
30	12	Core and intermediate	1447
30	13	Core and intermediate	1367
30	14	Core and intermediate	1437
30	15	Core and intermediate	1458
30	16	Core and intermediate	1442
30	17	Core and intermediate	1381
30	18	Core and intermediate	1352
30	19	Core and intermediate	1434
30	20	Core and intermediate	1378
30	22	Core and intermediate	1451
30	24	Core and intermediate	1467
30	25	Core and intermediate	1369
30	26	Core and intermediate	1469
30	27	Core and intermediate	1366
30	29	Core and intermediate	1377
30	31	Core and intermediate	1413
30	32	Core and intermediate	1465
30	33	Core and intermediate	1382
30	34	Core and intermediate	1462
30	36	Core and intermediate	1469
30	37	Core and intermediate	1433
30	38	Core and intermediate	1401
30	39	Core and intermediate	1453
30	40	Core and intermediate	1465
30	41	Core and intermediate	1372
30	42	Core and intermediate	1457
30	44	Core and intermediate	1426
30	45	Core and intermediate	1385
30	46	Core and intermediate	1431
30	47	Core and intermediate	1375
30	48	Core and intermediate	1453
30	51	Core and intermediate	1425
12	1	Core and intermediate	1667
12	2	Core and intermediate	1597
12	3	Core and intermediate	1594
12	4	Core and intermediate	1608
12	5	Core and intermediate	1806
12	6	Core and intermediate	1789
12	7	Core and intermediate	1675
12	8	Core and intermediate	1785
12	9	Core and intermediate	1752
12	10	Core and intermediate	1716
12	11	Core and intermediate	1605
12	13	Core and intermediate	1602
12	14	Core and intermediate	1764
12	15	Core and intermediate	1761
12	16	Core and intermediate	1739
12	17	Core and intermediate	1613
12	18	Core and intermediate	1521
12	19	Core and intermediate	1699
12	20	Core and intermediate	1616
12	22	Core and intermediate	1796
12	24	Core and intermediate	1785
12	25	Core and intermediate	1606
12	26	Core and intermediate	1817
12	27	Core and intermediate	1622
12	29	Core and intermediate	1616
12	31	Core and intermediate	1680
12	32	Core and intermediate	1764
12	33	Core and intermediate	1611
12	34	Core and intermediate	1800
12	36	Core and intermediate	1783
12	37	Core and intermediate	1719
12	38	Core and intermediate	1648
12	39	Core and intermediate	1787
12	40	Core and intermediate	1793
12	41	Core and intermediate	1606
12	42	Core and intermediate	1770
12	44	Core and intermediate	1711
12	45	Core and intermediate	1555
12	46	Core and intermediate	1719
12	47	Core and intermediate	1606
12	48	Core and intermediate	1790
12	51	Core and intermediate	1688
8	1	Core and intermediate	1655
8	2	Core and intermediate	1607
8	3	Core and intermediate	1614
8	4	Core and intermediate	1631
8	5	Core and intermediate	1830
8	6	Core and intermediate	1814
8	7	Core and intermediate	1688
8	9	Core and intermediate	1826
8	10	Core and intermediate	1685
8	11	Core and intermediate	1632
8	13	Core and intermediate	1618
8	14	Core and intermediate	1774
8	15	Core and intermediate	1863
8	16	Core and intermediate	1722
8	17	Core and intermediate	1621
8	18	Core and intermediate	1527
8	19	Core and intermediate	1710
8	20	Core and intermediate	1614
8	22	Core and intermediate	1818
8	24	Core and intermediate	1858
8	25	Core and intermediate	1628
8	26	Core and intermediate	1862
8	27	Core and intermediate	1603
8	29	Core and intermediate	1626
8	31	Core and intermediate	1689
8	32	Core and intermediate	1827
8	33	Core and intermediate	1630
8	34	Core and intermediate	1837
8	36	Core and intermediate	1873
8	37	Core and intermediate	1727
8	38	Core and intermediate	1666
8	39	Core and intermediate	1801
8	40	Core and intermediate	1813
8	41	Core and intermediate	1631
8	42	Core and intermediate	1846
8	44	Core and intermediate	1717
8	45	Core and intermediate	1586
8	46	Core and intermediate	1725
8	47	Core and intermediate	1607
8	48	Core and intermediate	1811
8	51	Core and intermediate	1717
24	1	Core and intermediate	1660
24	2	Core and intermediate	1608
24	3	Core and intermediate	1613
24	4	Core and intermediate	1631
24	5	Core and intermediate	1832
24	6	Core and intermediate	1815
24	7	Core and intermediate	1688
24	9	Core and intermediate	1825
24	10	Core and intermediate	1691
24	11	Core and intermediate	1632
24	13	Core and intermediate	1617
24	14	Core and intermediate	1777
24	15	Core and intermediate	1833
24	16	Core and intermediate	1730
24	17	Core and intermediate	1620
24	18	Core and intermediate	1528
24	19	Core and intermediate	1708
24	20	Core and intermediate	1615
24	22	Core and intermediate	1823
24	25	Core and intermediate	1626
24	26	Core and intermediate	1864
24	27	Core and intermediate	1610
24	29	Core and intermediate	1626
24	31	Core and intermediate	1689
24	32	Core and intermediate	1828
24	33	Core and intermediate	1629
24	34	Core and intermediate	1846
24	36	Core and intermediate	1838
24	37	Core and intermediate	1726
24	38	Core and intermediate	1669
24	39	Core and intermediate	1806
24	40	Core and intermediate	1817
24	41	Core and intermediate	1632
24	42	Core and intermediate	1843
24	44	Core and intermediate	1719
24	45	Core and intermediate	1589
24	46	Core and intermediate	1726
24	47	Core and intermediate	1607
24	48	Core and intermediate	1814
24	51	Core and intermediate	1716
5	1	Core and intermediate	1691
5	2	Core and intermediate	1590
5	3	Core and intermediate	1598
5	4	Core and intermediate	1613
5	6	Core and intermediate	1862
5	7	Core and intermediate	1676
5	9	Core and intermediate	1805
5	10	Core and intermediate	1720
5	11	Core and intermediate	1614
5	13	Core and intermediate	1602
5	14	Core and intermediate	1810
5	15	Core and intermediate	1812
5	16	Core and intermediate	1757
5	17	Core and intermediate	1618
5	18	Core and intermediate	1527
5	19	Core and intermediate	1698
5	20	Core and intermediate	1613
5	22	Core and intermediate	1843
5	25	Core and intermediate	1608
5	26	Core and intermediate	1884
5	27	Core and intermediate	1623
5	29	Core and intermediate	1625
5	31	Core and intermediate	1682
5	32	Core and intermediate	1818
5	33	Core and intermediate	1607
5	34	Core and intermediate	1858
5	36	Core and intermediate	1826
5	37	Core and intermediate	1718
5	38	Core and intermediate	1647
5	39	Core and intermediate	1835
5	40	Core and intermediate	1810
5	41	Core and intermediate	1614
5	42	Core and intermediate	1827
5	44	Core and intermediate	1711
5	45	Core and intermediate	1572
5	46	Core and intermediate	1718
5	47	Core and intermediate	1604
5	48	Core and intermediate	1882
5	51	Core and intermediate	1692
22	1	Core and intermediate	1677
22	2	Core and intermediate	1593
22	3	Core and intermediate	1593
22	4	Core and intermediate	1612
22	6	Core and intermediate	1836
22	7	Core and intermediate	1671
22	9	Core and intermediate	1800
22	10	Core and intermediate	1714
22	11	Core and intermediate	1605
22	13	Core and intermediate	1596
22	14	Core and intermediate	1805
22	15	Core and intermediate	1804
22	16	Core and intermediate	1749
22	17	Core and intermediate	1597
22	18	Core and intermediate	1508
22	19	Core and intermediate	1693
22	20	Core and intermediate	1600
22	25	Core and intermediate	1609
22	26	Core and intermediate	1872
22	27	Core and intermediate	1623
22	29	Core and intermediate	1605
22	31	Core and intermediate	1681
22	32	Core and intermediate	1808
22	33	Core and intermediate	1609
22	34	Core and intermediate	1856
22	36	Core and intermediate	1804
22	37	Core and intermediate	1701
22	38	Core and intermediate	1647
22	39	Core and intermediate	1844
22	40	Core and intermediate	1784
22	41	Core and intermediate	1605
22	42	Core and intermediate	1832
22	44	Core and intermediate	1692
22	45	Core and intermediate	1580
22	46	Core and intermediate	1703
22	47	Core and intermediate	1589
22	48	Core and intermediate	1818
22	51	Core and intermediate	1700
32	1	Core and intermediate	1656
32	2	Core and intermediate	1588
32	3	Core and intermediate	1589
32	4	Core and intermediate	1608
32	6	Core and intermediate	1814
32	7	Core and intermediate	1681
32	9	Core and intermediate	1794
32	10	Core and intermediate	1681
32	11	Core and intermediate	1609
32	13	Core and intermediate	1594
32	14	Core and intermediate	1774
32	15	Core and intermediate	1802
32	16	Core and intermediate	1725
32	17	Core and intermediate	1613
32	18	Core and intermediate	1514
32	19	Core and intermediate	1702
32	20	Core and intermediate	1611
32	25	Core and intermediate	1602
32	26	Core and intermediate	1837
32	27	Core and intermediate	1584
32	29	Core and intermediate	1618
32	31	Core and intermediate	1681
32	33	Core and intermediate	1598
32	34	Core and intermediate	1839
32	36	Core and intermediate	1829
32	37	Core and intermediate	1713
32	38	Core and intermediate	1640
32	39	Core and intermediate	1784
32	40	Core and intermediate	1809
32	41	Core and intermediate	1610
32	42	Core and intermediate	1849
32	44	Core and intermediate	1705
32	45	Core and intermediate	1574
32	46	Core and intermediate	1712
32	47	Core and intermediate	1602
32	48	Core and intermediate	1800
32	51	Core and intermediate	1690
36	1	Core and intermediate	1660
36	2	Core and intermediate	1604
36	3	Core and intermediate	1613
36	4	Core and intermediate	1625
36	6	Core and intermediate	1812
36	7	Core and intermediate	1701
36	9	Core and intermediate	1811
36	10	Core and intermediate	1689
36	11	Core and intermediate	1624
36	13	Core and intermediate	1613
36	14	Core and intermediate	1770
36	15	Core and intermediate	1853
36	16	Core and intermediate	1730
36	17	Core and intermediate	1630
36	18	Core and intermediate	1533
36	19	Core and intermediate	1722
36	20	Core and intermediate	1626
36	25	Core and intermediate	1622
36	26	Core and intermediate	1843
36	27	Core and intermediate	1595
36	29	Core and intermediate	1635
36	31	Core and intermediate	1702
36	33	Core and intermediate	1623
36	34	Core and intermediate	1827
36	37	Core and intermediate	1741
36	38	Core and intermediate	1659
36	39	Core and intermediate	1791
36	40	Core and intermediate	1814
36	41	Core and intermediate	1632
36	42	Core and intermediate	1829
36	44	Core and intermediate	1723
36	45	Core and intermediate	1573
36	46	Core and intermediate	1740
36	47	Core and intermediate	1617
36	48	Core and intermediate	1807
36	51	Core and intermediate	1716
26	1	Core and intermediate	1696
26	2	Core and intermediate	1607
26	3	Core and intermediate	1617
26	4	Core and intermediate	1634
26	6	Core and intermediate	1866
26	7	Core and intermediate	1692
26	9	Core and intermediate	1816
26	10	Core and intermediate	1743
26	11	Core and intermediate	1635
26	13	Core and intermediate	1623
26	14	Core and intermediate	1832
26	15	Core and intermediate	1835
26	16	Core and intermediate	1766
26	17	Core and intermediate	1623
26	18	Core and intermediate	1529
26	19	Core and intermediate	1713
26	20	Core and intermediate	1614
26	25	Core and intermediate	1630
26	27	Core and intermediate	1660
26	29	Core and intermediate	1631
26	31	Core and intermediate	1695
26	33	Core and intermediate	1641
26	34	Core and intermediate	1880
26	37	Core and intermediate	1733
26	38	Core and intermediate	1677
26	39	Core and intermediate	1841
26	40	Core and intermediate	1822
26	41	Core and intermediate	1635
26	42	Core and intermediate	1864
26	44	Core and intermediate	1724
26	45	Core and intermediate	1603
26	46	Core and intermediate	1730
26	47	Core and intermediate	1617
26	48	Core and intermediate	1846
26	51	Core and intermediate	1720
14	1	Core and intermediate	1642
14	2	Core and intermediate	1541
14	3	Core and intermediate	1548
14	4	Core and intermediate	1564
14	6	Core and intermediate	1834
14	7	Core and intermediate	1637
14	9	Core and intermediate	1743
14	10	Core and intermediate	1677
14	11	Core and intermediate	1564
14	13	Core and intermediate	1552
14	15	Core and intermediate	1754
14	16	Core and intermediate	1717
14	17	Core and intermediate	1568
14	18	Core and intermediate	1488
14	19	Core and intermediate	1655
14	20	Core and intermediate	1562
14	25	Core and intermediate	1559
14	27	Core and intermediate	1584
14	29	Core and intermediate	1575
14	31	Core and intermediate	1634
14	33	Core and intermediate	1573
14	34	Core and intermediate	1801
14	37	Core and intermediate	1669
14	38	Core and intermediate	1607
14	39	Core and intermediate	1785
14	40	Core and intermediate	1752
14	41	Core and intermediate	1564
14	42	Core and intermediate	1782
14	44	Core and intermediate	1663
14	45	Core and intermediate	1557
14	46	Core and intermediate	1670
14	47	Core and intermediate	1555
14	48	Core and intermediate	1786
14	51	Core and intermediate	1646
6	1	Core and intermediate	1680
6	2	Core and intermediate	1576
6	3	Core and intermediate	1578
6	4	Core and intermediate	1600
6	7	Core and intermediate	1672
6	9	Core and intermediate	1789
6	10	Core and intermediate	1717
6	11	Core and intermediate	1595
6	13	Core and intermediate	1584
6	15	Core and intermediate	1804
6	16	Core and intermediate	1742
6	17	Core and intermediate	1602
6	18	Core and intermediate	1521
6	19	Core and intermediate	1694
6	20	Core and intermediate	1597
6	25	Core and intermediate	1592
6	27	Core and intermediate	1609
6	29	Core and intermediate	1609
6	31	Core and intermediate	1671
6	33	Core and intermediate	1603
6	34	Core and intermediate	1857
6	37	Core and intermediate	1707
6	38	Core and intermediate	1640
6	39	Core and intermediate	1829
6	40	Core and intermediate	1795
6	41	Core and intermediate	1595
6	42	Core and intermediate	1821
6	44	Core and intermediate	1698
6	45	Core and intermediate	1582
6	46	Core and intermediate	1705
6	47	Core and intermediate	1589
6	48	Core and intermediate	1843
6	51	Core and intermediate	1682
9	1	Core and intermediate	1637
9	2	Core and intermediate	1575
9	3	Core and intermediate	1583
9	4	Core and intermediate	1599
9	7	Core and intermediate	1653
9	10	Core and intermediate	1668
9	11	Core and intermediate	1599
9	13	Core and intermediate	1586
9	15	Core and intermediate	1823
9	16	Core and intermediate	1695
9	17	Core and intermediate	1588
9	18	Core and intermediate	1506
9	19	Core and intermediate	1673
9	20	Core and intermediate	1582
9	25	Core and intermediate	1594
9	27	Core and intermediate	1579
9	29	Core and intermediate	1593
9	31	Core and intermediate	1672
9	33	Core and intermediate	1597
9	34	Core and intermediate	1810
9	37	Core and intermediate	1694
9	38	Core and intermediate	1640
9	39	Core and intermediate	1790
9	40	Core and intermediate	1787
9	41	Core and intermediate	1599
9	42	Core and intermediate	1832
9	44	Core and intermediate	1689
9	45	Core and intermediate	1576
9	46	Core and intermediate	1693
9	47	Core and intermediate	1573
9	48	Core and intermediate	1797
9	51	Core and intermediate	1681
39	1	Core and intermediate	1669
39	2	Core and intermediate	1599
39	3	Core and intermediate	1612
39	4	Core and intermediate	1630
39	7	Core and intermediate	1673
39	10	Core and intermediate	1733
39	11	Core and intermediate	1625
39	13	Core and intermediate	1615
39	15	Core and intermediate	1787
39	16	Core and intermediate	1748
39	17	Core and intermediate	1615
39	18	Core and intermediate	1517
39	19	Core and intermediate	1694
39	20	Core and intermediate	1608
39	25	Core and intermediate	1626
39	27	Core and intermediate	1643
39	29	Core and intermediate	1627
39	31	Core and intermediate	1694
39	33	Core and intermediate	1628
39	34	Core and intermediate	1836
39	37	Core and intermediate	1712
39	38	Core and intermediate	1673
39	40	Core and intermediate	1789
39	41	Core and intermediate	1625
39	42	Core and intermediate	1819
39	44	Core and intermediate	1704
39	45	Core and intermediate	1590
39	46	Core and intermediate	1710
39	47	Core and intermediate	1606
39	48	Core and intermediate	1804
39	51	Core and intermediate	1697
15	1	Core and intermediate	1648
15	2	Core and intermediate	1598
15	3	Core and intermediate	1602
15	4	Core and intermediate	1619
15	7	Core and intermediate	1680
15	10	Core and intermediate	1680
15	11	Core and intermediate	1621
15	13	Core and intermediate	1606
15	16	Core and intermediate	1707
15	17	Core and intermediate	1611
15	18	Core and intermediate	1526
15	19	Core and intermediate	1700
15	20	Core and intermediate	1609
15	25	Core and intermediate	1615
15	27	Core and intermediate	1590
15	29	Core and intermediate	1617
15	31	Core and intermediate	1687
15	33	Core and intermediate	1618
15	34	Core and intermediate	1817
15	37	Core and intermediate	1714
15	38	Core and intermediate	1655
15	40	Core and intermediate	1797
15	41	Core and intermediate	1619
15	42	Core and intermediate	1833
15	44	Core and intermediate	1704
15	45	Core and intermediate	1579
15	46	Core and intermediate	1710
15	47	Core and intermediate	1598
15	48	Core and intermediate	1803
15	51	Core and intermediate	1707
34	1	Core and intermediate	1675
34	2	Core and intermediate	1593
34	3	Core and intermediate	1598
34	4	Core and intermediate	1618
34	7	Core and intermediate	1680
34	10	Core and intermediate	1718
34	11	Core and intermediate	1614
34	13	Core and intermediate	1601
34	16	Core and intermediate	1751
34	17	Core and intermediate	1605
34	18	Core and intermediate	1510
34	19	Core and intermediate	1702
34	20	Core and intermediate	1599
34	25	Core and intermediate	1610
34	27	Core and intermediate	1623
34	29	Core and intermediate	1609
34	31	Core and intermediate	1682
34	33	Core and intermediate	1617
34	37	Core and intermediate	1715
34	38	Core and intermediate	1655
34	40	Core and intermediate	1802
34	41	Core and intermediate	1615
34	42	Core and intermediate	1850
34	44	Core and intermediate	1706
34	45	Core and intermediate	1586
34	46	Core and intermediate	1716
34	47	Core and intermediate	1591
34	48	Core and intermediate	1839
34	51	Core and intermediate	1708
42	1	Core and intermediate	1643
42	2	Core and intermediate	1600
42	3	Core and intermediate	1611
42	4	Core and intermediate	1628
42	7	Core and intermediate	1671
42	10	Core and intermediate	1690
42	11	Core and intermediate	1637
42	13	Core and intermediate	1615
42	16	Core and intermediate	1713
42	17	Core and intermediate	1624
42	18	Core and intermediate	1510
42	19	Core and intermediate	1691
42	20	Core and intermediate	1608
42	25	Core and intermediate	1624
42	27	Core and intermediate	1603
42	29	Core and intermediate	1624
42	31	Core and intermediate	1692
42	33	Core and intermediate	1622
42	37	Core and intermediate	1720
42	38	Core and intermediate	1661
42	40	Core and intermediate	1825
42	41	Core and intermediate	1635
42	44	Core and intermediate	1711
42	45	Core and intermediate	1592
42	46	Core and intermediate	1719
42	47	Core and intermediate	1603
42	48	Core and intermediate	1805
42	51	Core and intermediate	1700
48	1	Core and intermediate	1685
48	2	Core and intermediate	1570
48	3	Core and intermediate	1577
48	4	Core and intermediate	1595
48	7	Core and intermediate	1658
48	10	Core and intermediate	1700
48	11	Core and intermediate	1595
48	13	Core and intermediate	1582
48	16	Core and intermediate	1737
48	17	Core and intermediate	1602
48	18	Core and intermediate	1524
48	19	Core and intermediate	1681
48	20	Core and intermediate	1596
48	25	Core and intermediate	1591
48	27	Core and intermediate	1601
48	29	Core and intermediate	1607
48	31	Core and intermediate	1663
48	33	Core and intermediate	1591
48	37	Core and intermediate	1699
48	38	Core and intermediate	1626
48	40	Core and intermediate	1792
48	41	Core and intermediate	1596
48	44	Core and intermediate	1692
48	45	Core and intermediate	1573
48	46	Core and intermediate	1699
48	47	Core and intermediate	1585
48	51	Core and intermediate	1671
20	1	Core and intermediate	1552
20	2	Core and intermediate	1693
20	3	Core and intermediate	1653
20	4	Core and intermediate	1665
20	7	Core and intermediate	1611
20	10	Core and intermediate	1592
20	11	Core and intermediate	1659
20	13	Core and intermediate	1661
20	16	Core and intermediate	1613
20	17	Core and intermediate	1667
20	18	Core and intermediate	1560
20	19	Core and intermediate	1631
20	25	Core and intermediate	1667
20	27	Core and intermediate	1637
20	29	Core and intermediate	1674
20	31	Core and intermediate	1619
20	33	Core and intermediate	1568
20	37	Core and intermediate	1645
20	38	Core and intermediate	1609
20	40	Core and intermediate	1629
20	41	Core and intermediate	1663
20	44	Core and intermediate	1643
20	45	Core and intermediate	1460
20	46	Core and intermediate	1643
20	47	Core and intermediate	1690
20	51	Core and intermediate	1618
4	1	Core and intermediate	1552
4	2	Core and intermediate	1664
4	3	Core and intermediate	1708
4	7	Core and intermediate	1623
4	10	Core and intermediate	1600
4	11	Core and intermediate	1721
4	13	Core and intermediate	1720
4	16	Core and intermediate	1614
4	17	Core and intermediate	1704
4	18	Core and intermediate	1597
4	19	Core and intermediate	1635
4	25	Core and intermediate	1724
4	27	Core and intermediate	1654
4	29	Core and intermediate	1728
4	31	Core and intermediate	1634
4	33	Core and intermediate	1602
4	37	Core and intermediate	1649
4	38	Core and intermediate	1648
4	40	Core and intermediate	1632
4	41	Core and intermediate	1721
4	44	Core and intermediate	1652
4	45	Core and intermediate	1472
4	46	Core and intermediate	1649
4	47	Core and intermediate	1686
4	51	Core and intermediate	1637
13	1	Core and intermediate	1540
13	2	Core and intermediate	1658
13	3	Core and intermediate	1701
13	7	Core and intermediate	1610
13	10	Core and intermediate	1594
13	11	Core and intermediate	1711
13	16	Core and intermediate	1599
13	17	Core and intermediate	1696
13	18	Core and intermediate	1583
13	19	Core and intermediate	1628
13	25	Core and intermediate	1711
13	27	Core and intermediate	1649
13	29	Core and intermediate	1709
13	31	Core and intermediate	1619
13	33	Core and intermediate	1585
13	37	Core and intermediate	1638
13	38	Core and intermediate	1632
13	40	Core and intermediate	1623
13	41	Core and intermediate	1714
13	44	Core and intermediate	1636
13	45	Core and intermediate	1462
13	46	Core and intermediate	1638
13	47	Core and intermediate	1683
13	51	Core and intermediate	1629
29	1	Core and intermediate	1558
29	2	Core and intermediate	1654
29	3	Core and intermediate	1699
29	7	Core and intermediate	1628
29	10	Core and intermediate	1604
29	11	Core and intermediate	1711
29	16	Core and intermediate	1621
29	17	Core and intermediate	1706
29	18	Core and intermediate	1605
29	19	Core and intermediate	1642
29	25	Core and intermediate	1715
29	27	Core and intermediate	1647
29	31	Core and intermediate	1637
29	33	Core and intermediate	1586
29	37	Core and intermediate	1658
29	38	Core and intermediate	1634
29	40	Core and intermediate	1640
29	41	Core and intermediate	1711
29	44	Core and intermediate	1651
29	45	Core and intermediate	1465
29	46	Core and intermediate	1657
29	47	Core and intermediate	1692
29	51	Core and intermediate	1628
3	1	Core and intermediate	1530
3	2	Core and intermediate	1651
3	7	Core and intermediate	1599
3	10	Core and intermediate	1584
3	11	Core and intermediate	1700
3	16	Core and intermediate	1592
3	17	Core and intermediate	1684
3	18	Core and intermediate	1572
3	19	Core and intermediate	1618
3	25	Core and intermediate	1703
3	27	Core and intermediate	1640
3	31	Core and intermediate	1612
3	33	Core and intermediate	1579
3	37	Core and intermediate	1630
3	38	Core and intermediate	1626
3	40	Core and intermediate	1617
3	41	Core and intermediate	1708
3	44	Core and intermediate	1629
3	45	Core and intermediate	1454
3	46	Core and intermediate	1627
3	47	Core and intermediate	1667
3	51	Core and intermediate	1615
25	1	Core and intermediate	1542
25	2	Core and intermediate	1663
25	7	Core and intermediate	1615
25	10	Core and intermediate	1599
25	11	Core and intermediate	1717
25	16	Core and intermediate	1603
25	17	Core and intermediate	1705
25	18	Core and intermediate	1597
25	19	Core and intermediate	1634
25	27	Core and intermediate	1661
25	31	Core and intermediate	1627
25	33	Core and intermediate	1591
25	37	Core and intermediate	1643
25	38	Core and intermediate	1638
25	40	Core and intermediate	1631
25	41	Core and intermediate	1725
25	44	Core and intermediate	1642
25	45	Core and intermediate	1471
25	46	Core and intermediate	1639
25	47	Core and intermediate	1693
25	51	Core and intermediate	1634
27	1	Core and intermediate	1566
27	2	Core and intermediate	1632
27	7	Core and intermediate	1588
27	10	Core and intermediate	1630
27	11	Core and intermediate	1655
27	16	Core and intermediate	1634
27	17	Core and intermediate	1643
27	18	Core and intermediate	1539
27	19	Core and intermediate	1605
27	31	Core and intermediate	1600
27	33	Core and intermediate	1565
27	37	Core and intermediate	1614
27	38	Core and intermediate	1612
27	40	Core and intermediate	1610
27	41	Core and intermediate	1664
27	44	Core and intermediate	1622
27	45	Core and intermediate	1464
27	46	Core and intermediate	1611
27	47	Core and intermediate	1652
27	51	Core and intermediate	1608
2	1	Core and intermediate	1529
2	7	Core and intermediate	1598
2	10	Core and intermediate	1576
2	11	Core and intermediate	1657
2	16	Core and intermediate	1589
2	17	Core and intermediate	1650
2	18	Core and intermediate	1541
2	19	Core and intermediate	1615
2	31	Core and intermediate	1596
2	33	Core and intermediate	1565
2	37	Core and intermediate	1623
2	38	Core and intermediate	1604
2	40	Core and intermediate	1608
2	41	Core and intermediate	1659
2	44	Core and intermediate	1621
2	45	Core and intermediate	1455
2	46	Core and intermediate	1621
2	47	Core and intermediate	1672
2	51	Core and intermediate	1611
41	1	Core and intermediate	1550
41	7	Core and intermediate	1617
41	10	Core and intermediate	1602
41	11	Core and intermediate	1729
41	16	Core and intermediate	1611
41	17	Core and intermediate	1735
41	18	Core and intermediate	1592
41	19	Core and intermediate	1629
41	31	Core and intermediate	1629
41	33	Core and intermediate	1592
41	37	Core and intermediate	1649
41	38	Core and intermediate	1636
41	40	Core and intermediate	1640
41	44	Core and intermediate	1644
41	45	Core and intermediate	1475
41	46	Core and intermediate	1647
41	47	Core and intermediate	1684
41	51	Core and intermediate	1627
47	1	Core and intermediate	1545
47	7	Core and intermediate	1612
47	10	Core and intermediate	1593
47	11	Core and intermediate	1682
47	16	Core and intermediate	1607
47	17	Core and intermediate	1682
47	18	Core and intermediate	1575
47	19	Core and intermediate	1631
47	31	Core and intermediate	1620
47	33	Core and intermediate	1567
47	37	Core and intermediate	1641
47	38	Core and intermediate	1613
47	40	Core and intermediate	1627
47	44	Core and intermediate	1641
47	45	Core and intermediate	1460
47	46	Core and intermediate	1637
47	51	Core and intermediate	1615
17	1	Core and intermediate	1553
17	7	Core and intermediate	1624
17	10	Core and intermediate	1594
17	11	Core and intermediate	1714
17	16	Core and intermediate	1612
17	18	Core and intermediate	1586
17	19	Core and intermediate	1637
17	31	Core and intermediate	1629
17	33	Core and intermediate	1580
17	37	Core and intermediate	1652
17	38	Core and intermediate	1624
17	40	Core and intermediate	1646
17	44	Core and intermediate	1648
17	45	Core and intermediate	1467
17	46	Core and intermediate	1649
17	51	Core and intermediate	1621
11	1	Core and intermediate	1545
11	7	Core and intermediate	1617
11	10	Core and intermediate	1599
11	16	Core and intermediate	1606
11	18	Core and intermediate	1588
11	19	Core and intermediate	1630
11	31	Core and intermediate	1627
11	33	Core and intermediate	1592
11	37	Core and intermediate	1646
11	38	Core and intermediate	1636
11	40	Core and intermediate	1644
11	44	Core and intermediate	1641
11	45	Core and intermediate	1471
11	46	Core and intermediate	1645
11	51	Core and intermediate	1629
40	1	Core and intermediate	1651
40	7	Core and intermediate	1690
40	10	Core and intermediate	1697
40	16	Core and intermediate	1719
40	18	Core and intermediate	1536
40	19	Core and intermediate	1714
40	31	Core and intermediate	1703
40	33	Core and intermediate	1635
40	37	Core and intermediate	1735
40	38	Core and intermediate	1668
40	44	Core and intermediate	1730
40	45	Core and intermediate	1586
40	46	Core and intermediate	1733
40	51	Core and intermediate	1699
10	1	Core and intermediate	1701
10	7	Core and intermediate	1675
10	16	Core and intermediate	1764
10	18	Core and intermediate	1500
10	19	Core and intermediate	1695
10	31	Core and intermediate	1672
10	33	Core and intermediate	1602
10	37	Core and intermediate	1703
10	38	Core and intermediate	1649
10	44	Core and intermediate	1702
10	45	Core and intermediate	1516
10	46	Core and intermediate	1700
10	51	Core and intermediate	1695
19	1	Core and intermediate	1654
19	7	Core and intermediate	1771
19	16	Core and intermediate	1724
19	18	Core and intermediate	1546
19	31	Core and intermediate	1713
19	33	Core and intermediate	1646
19	37	Core and intermediate	1754
19	38	Core and intermediate	1675
19	44	Core and intermediate	1744
19	45	Core and intermediate	1523
19	46	Core and intermediate	1753
19	51	Core and intermediate	1782
37	1	Core and intermediate	1671
37	7	Core and intermediate	1739
37	16	Core and intermediate	1738
37	18	Core and intermediate	1544
37	31	Core and intermediate	1736
37	33	Core and intermediate	1666
37	38	Core and intermediate	1701
37	44	Core and intermediate	1758
37	45	Core and intermediate	1534
37	46	Core and intermediate	1842
37	51	Core and intermediate	1731
7	1	Core and intermediate	1643
7	16	Core and intermediate	1711
7	18	Core and intermediate	1529
7	31	Core and intermediate	1701
7	33	Core and intermediate	1631
7	38	Core and intermediate	1671
7	44	Core and intermediate	1724
